shape_id,shape_pt_lat,shape_pt_sequence,shape_dist_traveled,shape_pt_lon
1,60.37119281723726,117,23.73,25.24031639099121
1,60.37008954349204,118,24.04,25.235188007354733
1,60.369368152001286,119,24.2,25.232677459716797
1,60.36901805919902,120,24.259999999999998,25.231969356536865
1,60.36750094692945,121,24.54,25.22784948348999
1,60.36426491207639,122,25.06,25.221004486083984
1,60.36295979727288,123,25.299999999999997,25.21761417388916
1,60.361813799726335,124,25.569999999999997,25.213279724121094
1,60.36124078584507,125,25.83,25.20864486694336
1,60.361134671058046,126,26.139999999999997,25.203065872192383
1,60.36107100202003,127,26.319999999999997,25.19984722137451
1,60.3605616452394,128,26.619999999999997,25.194525718688965
1,60.3605616452394,129,27.139999999999997,25.185084342956543
1,60.360285740326994,130,27.299999999999997,25.182251930236813
1,60.35933066683014,131,27.509999999999998,25.17894744873047
1,60.35869393562152,132,27.639999999999997,25.17688751220703
1,60.357738815492105,133,27.759999999999998,25.178003311157227
1,60.35584971773131,134,28.02,25.18092155456543
1,60.35440628837876,135,28.18,25.18139362335205
1,60.35398173817382,136,28.259999999999998,25.182552337646484
1,60.35370577757654,137,28.409999999999997,25.18517017364502
1,60.353090164751706,138,28.509999999999998,25.186500549316406
1,60.35262314037366,139,28.569999999999997,25.18718719482422
1,60.35226225331876,140,28.659999999999997,25.188732147216797
1,60.35232593955984,141,28.749999999999996,25.190320014953613
1,60.35198627817032,142,28.829999999999995,25.19160747528076
1,60.35177398800539,143,28.899999999999995,25.19285202026367
1,60.3518589042372,144,28.979999999999993,25.194311141967773
1,60.35215610930728,145,29.119999999999994,25.19680023193359
1,60.35211365160596,146,29.209999999999994,25.198516845703125
1,60.35177398800539,147,29.299999999999994,25.200018882751465
1,60.35086112454928,148,29.449999999999992,25.202035903930664
1,60.35024545802358,149,29.57999999999999,25.2040958404541
1,60.3500756169367,150,29.68999999999999,25.20615577697754
1,60.34967224081067,151,29.77999999999999,25.2075719833374
1,60.34884424260601,152,29.91999999999999,25.2095890045166
1,60.347570358168795,153,30.16999999999999,25.213279724121094
1,60.34695462952246,154,30.289999999999992,25.215039253234863
1,60.3462751913204,155,30.389999999999993,25.21632671356201
1,60.34557450585184,156,30.509999999999994,25.218086242675778
1,60.34440666329092,157,30.659999999999993,25.21933078765869
1,60.343748406332935,158,30.769999999999992,25.220746994018555
1,60.343026431816014,159,30.91999999999999,25.22302150726318
1,60.34292025774534,160,30.96999999999999,25.22383689880371
1,60.34306890134755,161,31.11999999999999,25.226540565490723
1,60.34260173346005,162,31.21999999999999,25.22812843322754
1,60.34209208813499,163,31.34999999999999,25.230231285095215
1,60.34145502028294,164,31.45999999999999,25.231776237487793
1,60.340563104391045,165,31.58999999999999,25.233278274536133
1,60.33994724347373,166,31.69999999999999,25.234866142272946
1,60.33952250503359,167,31.86999999999999,25.23787021636963
1,60.3393738452733,168,32.03999999999999,25.24087429046631
1,60.3393526081094,169,32.099999999999994,25.241990089416504
1,60.33894909936893,170,32.14999999999999,25.2425479888916
1,60.33818454280767,171,32.29999999999999,25.240273475646973
1,60.33697395828095,172,32.48999999999999,25.23774147033691
1,60.33593324445528,173,32.72999999999999,25.233964920043945
1,60.335296056344276,174,32.91999999999999,25.230703353881836
1,60.33487125735836,175,33.109999999999985,25.227270126342773
1,60.33434025084999,176,33.289999999999985,25.224266052246094
1,60.334212808002334,177,33.30999999999999,25.223965644836426
1,60.33278966239634,178,33.469999999999985,25.224223136901855
1,60.331939993644156,179,33.55999999999999,25.22413730621338
1,60.33113278784122,180,33.679999999999986,25.2225923538208
1,60.32902971054672,181,33.93999999999998,25.22061824798584
1,60.328052477008825,182,34.149999999999984,25.217442512512207
1,60.32750011467683,183,34.22999999999998,25.21641254425049
1,60.326289133781735,184,34.37999999999998,25.215253829956055
1,60.32507810796461,185,34.55999999999998,25.213022232055664
1,60.324610682475914,186,34.67999999999998,25.210962295532227
1,60.3241857444062,187,34.80999999999998,25.20885944366455
1,60.323420841943026,188,34.899999999999984,25.20817279815674
1,60.3209985325854,189,35.179999999999986,25.207056999206543
1,60.31859729420542,190,35.509999999999984,25.203623771667477
1,60.31749224022843,191,35.62999999999998,25.203237533569336
1,60.31681218842581,192,35.70999999999998,25.20315170288086
1,60.31543078960517,193,35.89999999999998,25.201005935668945
1,60.3149844790367,194,36.00999999999998,25.199246406555176
1,60.3137517800684,195,36.17999999999998,25.19735813140869
1,60.31288036135048,196,36.28999999999998,25.196456909179688
1,60.31154130679295,197,36.439999999999976,25.19581317901611
1,60.30977707175044,198,36.659999999999975,25.19418239593506
1,60.30862920501946,199,36.78999999999998,25.194225311279297
1,60.30782142277215,200,36.89999999999998,25.19542694091797
1,60.30731123421996,201,36.98999999999998,25.196585655212402
1,60.30607824565981,202,37.12999999999998,25.1971435546875
1,60.304505054767894,203,37.30999999999998,25.197315216064453
1,60.302634134567384,204,37.51999999999998,25.197744369506836
1,60.30029533367297,205,37.789999999999985,25.198817253112793
1,60.29770119508587,206,38.079999999999984,25.19958972930908
1,60.29497925455893,207,38.37999999999998,25.200190544128418
1,60.29395846842145,208,38.49999999999998,25.199289321899414
1,60.291831728250365,209,38.76999999999998,25.19692897796631
1,60.29074703748697,210,38.899999999999984,25.195984840393066
1,60.28938580600248,211,39.05999999999998,25.195083618164062
1,60.287726728501475,212,39.24999999999998,25.195899009704586
1,60.286365371264516,213,39.39999999999998,25.196456909179688
1,60.28536558844774,214,39.50999999999998,25.196585655212402
1,60.283578666424795,215,39.70999999999998,25.196757316589355
1,60.282323508054496,216,39.84999999999998,25.196070671081543
1,60.2811108516739,217,39.98999999999998,25.196328163146973
1,60.27968539107125,218,40.16999999999998,25.198044776916504
1,60.27872795728304,219,40.27999999999998,25.19843101501465
1,60.27736622539905,220,40.439999999999976,25.199503898620602
1,60.27600443682483,221,40.629999999999974,25.201520919799805
1,60.275217126943964,222,40.71999999999998,25.201821327209473
1,60.272791242234234,223,40.98999999999998,25.20156383514404
1,60.271407981832404,224,41.14999999999998,25.202465057373043
1,60.2700459452197,225,41.31999999999998,25.203709602355957
1,60.26889668272566,226,41.479999999999976,25.20534038543701
1,60.268109201786544,227,41.63999999999997,25.207786560058594
1,60.26702372402287,228,41.77999999999997,25.209202766418457
1,60.26361806990857,229,42.16999999999997,25.21066188812256
1,60.260829426724094,230,42.479999999999976,25.209932327270508
1,60.259786285392835,231,42.59999999999997,25.209202766418457
1,60.25904116408923,232,42.85999999999997,25.204825401306152
1,60.256976024978826,233,43.29999999999997,25.198044776916504
1,60.254165523308565,234,43.90999999999997,25.188603401184082
1,60.25359061824481,235,44.05999999999997,25.18620014190674
1,60.251184424556534,236,44.82999999999997,25.173025131225586
1,60.24924656482093,237,45.43999999999997,25.162682533264157
1,60.24845861103677,238,45.67999999999997,25.158562660217285
1,60.24781971567228,239,45.78999999999997,25.157146453857422
1,60.24688264659181,240,45.91999999999997,25.15585899353027
1,60.24511492056169,241,46.27999999999997,25.150322914123535
1,60.24526400957346,242,46.35999999999997,25.148820877075195
1,60.24515751749144,243,46.50999999999997,25.146117210388184
1,60.24445466106636,244,46.68999999999997,25.1431131362915
1,60.243347099121806,245,46.82999999999997,25.141868591308594
1,60.240620633242,246,47.16999999999997,25.138907432556152
1,60.23889517431269,247,47.379999999999974,25.13736248016357
1,60.235401374252845,248,47.78999999999997,25.135130882263184
1,60.232695553603214,249,48.11999999999997,25.132513046264645
1,60.23165151582333,250,48.28999999999997,25.130152702331543
1,60.23082052320573,251,48.44999999999997,25.127792358398438
1,60.23114013824461,252,48.48999999999997,25.127577781677243
1,60.2321415785152,253,48.609999999999964,25.128479003906246
1,60.23397392191159,254,48.80999999999997,25.12873649597168
1,60.23516702067235,255,48.94999999999997,25.128092765808105
1,60.23616833788817,256,49.109999999999964,25.12594699859619
1,60.236764852748564,257,49.25999999999996,25.123414993286133
1,60.23706310610626,258,49.37999999999996,25.121355056762695
1,60.236935283571114,259,49.55999999999996,25.118136405944824
1,60.236935283571114,260,49.719999999999956,25.115303993225098
1,60.23738266026246,261,49.869999999999955,25.112771987915036
1,60.237680907996356,262,49.94999999999995,25.111420154571533
1,60.23772884041465,263,50.03999999999996,25.109735727310177
1,60.23827739531934,264,50.09999999999996,25.10977864265442
1,60.23844249257018,265,50.11999999999996,25.10966062545776
